file_path,abs_path,label,display_name,country,split,width,height,orig_width,orig_height,source,source_url,sha256,created_at
train\nasi_goreng\nasi_goreng_24734c033129.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_24734c033129.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,14fa9a26b367,
train\nasi_goreng\nasi_goreng_24883f8fab13.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_24883f8fab13.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,1d3198f05b39,
train\nasi_goreng\nasi_goreng_264d8c733dfa.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_264d8c733dfa.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,c68b59c74c7e,
train\nasi_goreng\nasi_goreng_27581e14d8ec.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_27581e14d8ec.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,1d3445f67161,
train\nasi_goreng\nasi_goreng_27a0f3a20ecc.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_27a0f3a20ecc.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,c57e6b3c6473,
train\nasi_goreng\nasi_goreng_282b49e222ea.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_282b49e222ea.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,13a2c084646a,
train\nasi_goreng\nasi_goreng_29cf42537fdd.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_29cf42537fdd.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,4ffcda1acaf6,
train\nasi_goreng\nasi_goreng_29ebf9d2e087.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_29ebf9d2e087.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,073e6e5747a8,
train\nasi_goreng\nasi_goreng_2c665a7863eb.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_2c665a7863eb.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,2b8448f100e7,
train\nasi_goreng\nasi_goreng_2ec42e1cd7ca.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_2ec42e1cd7ca.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,17e8d55fc23a,
train\nasi_goreng\nasi_goreng_2ef520706d1f.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_2ef520706d1f.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,b1dd6c2d196d,
train\nasi_goreng\nasi_goreng_2fa418986b7a.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_2fa418986b7a.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,bb1fee2114eb,
train\nasi_goreng\nasi_goreng_3038d3b96169.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3038d3b96169.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,4b981e54bdc1,
train\nasi_goreng\nasi_goreng_30a2c16a916f.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_30a2c16a916f.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,3d07a0dcdfca,
train\nasi_goreng\nasi_goreng_30af30893d68.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_30af30893d68.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,89526cf88d78,
train\nasi_goreng\nasi_goreng_30b96da8b0d8.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_30b96da8b0d8.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,c4d9209a69b4,
train\nasi_goreng\nasi_goreng_3130d69f34da.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3130d69f34da.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,ae15b2b247a1,
train\nasi_goreng\nasi_goreng_3233ed462861.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3233ed462861.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,569f6d779326,
train\nasi_goreng\nasi_goreng_35caa346ef05.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_35caa346ef05.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,92cdc8667500,
train\nasi_goreng\nasi_goreng_37476c9f2d47.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_37476c9f2d47.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,8ad1fa64325a,
train\nasi_goreng\nasi_goreng_37689cebad11.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_37689cebad11.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,77aadca9a6f0,
train\nasi_goreng\nasi_goreng_37c6176ce427.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_37c6176ce427.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,8606aebc083f,
train\nasi_goreng\nasi_goreng_37c8475fad55.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_37c8475fad55.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,9351c87f9978,
train\nasi_goreng\nasi_goreng_37f4fc86a616.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_37f4fc86a616.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,059ba22a399b,
train\nasi_goreng\nasi_goreng_38088b53ac5c.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_38088b53ac5c.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,8debc69971d2,
train\nasi_goreng\nasi_goreng_3844ba5a38c8.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3844ba5a38c8.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,93b625afb7d0,
train\nasi_goreng\nasi_goreng_39273c57678d.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_39273c57678d.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,bb13d722ffe7,
train\nasi_goreng\nasi_goreng_39370ae09be1.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_39370ae09be1.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,403b8f7222b4,
train\nasi_goreng\nasi_goreng_394804b765ed.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_394804b765ed.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,d9b13cc95212,
train\nasi_goreng\nasi_goreng_397fe1e1f3d5.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_397fe1e1f3d5.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,2bd061483831,
train\nasi_goreng\nasi_goreng_3a124576e4e0.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3a124576e4e0.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,620bd455dbf4,
train\nasi_goreng\nasi_goreng_3a825e3879ca.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3a825e3879ca.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,946ac8973820,
train\nasi_goreng\nasi_goreng_3bcec98b5927.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3bcec98b5927.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,1faa972587ae,
train\nasi_goreng\nasi_goreng_3c097820819a.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3c097820819a.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,bf17b2a2b3d2,
train\nasi_goreng\nasi_goreng_3d3de2d8218c.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3d3de2d8218c.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,a2887b95ebda,
train\nasi_goreng\nasi_goreng_3e25f754e0c1.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3e25f754e0c1.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,309a1b9fb202,
train\nasi_goreng\nasi_goreng_3e9e3637e122.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3e9e3637e122.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,7d1262af0c41,
train\nasi_goreng\nasi_goreng_3ea3d0a55e46.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_3ea3d0a55e46.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,f503509ff3b3,
train\nasi_goreng\nasi_goreng_40f0d023696b.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_40f0d023696b.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,1fededf50b0c,
train\nasi_goreng\nasi_goreng_40fb5163f2ce.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_40fb5163f2ce.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,aeecba304a61,
train\nasi_goreng\nasi_goreng_41f1373da6a2.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_41f1373da6a2.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,78f9c7b7c00a,
train\nasi_goreng\nasi_goreng_425d9e1edf16.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_425d9e1edf16.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,b9c4e52365b9,
train\nasi_goreng\nasi_goreng_457f32e27df5.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_457f32e27df5.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,38c41b3a56b9,
train\nasi_goreng\nasi_goreng_45f2fd4973ad.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_45f2fd4973ad.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,eec746c4f944,
train\nasi_goreng\nasi_goreng_478d5d3e9be1.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_478d5d3e9be1.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,13c2f0542ac7,
train\nasi_goreng\nasi_goreng_4838ac5fcee3.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4838ac5fcee3.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,7eaf2867212b,
train\nasi_goreng\nasi_goreng_494cd8875ce1.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_494cd8875ce1.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,1aff30ecc8d4,
train\nasi_goreng\nasi_goreng_49927b4b8084.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_49927b4b8084.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,efb9a4e89a39,
train\nasi_goreng\nasi_goreng_49f3f9c920cd.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_49f3f9c920cd.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,6fbafa666e45,
train\nasi_goreng\nasi_goreng_4bd07cdb30aa.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4bd07cdb30aa.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,29664f88415e,
train\nasi_goreng\nasi_goreng_4c2eb50d1129.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4c2eb50d1129.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,73c8c5827710,
train\nasi_goreng\nasi_goreng_4c63df625a47.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4c63df625a47.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,13bb3c604267,
train\nasi_goreng\nasi_goreng_4d7c8b679029.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4d7c8b679029.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,108ed09b63e8,
train\nasi_goreng\nasi_goreng_4d9058bc0c43.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4d9058bc0c43.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,74ac202b0d4f,
train\nasi_goreng\nasi_goreng_4e01a9e8bb78.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4e01a9e8bb78.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,c9cffae4be2f,
train\nasi_goreng\nasi_goreng_4e9aa0994ef7.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4e9aa0994ef7.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,4d401c604995,
train\nasi_goreng\nasi_goreng_4ebd22922ea0.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4ebd22922ea0.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,586c2b55e1f6,
train\nasi_goreng\nasi_goreng_4efed28f3b80.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4efed28f3b80.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,69bd634673a4,
train\nasi_goreng\nasi_goreng_4f27a1563bbb.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4f27a1563bbb.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,a4e69bcfeb2d,
train\nasi_goreng\nasi_goreng_4fe97727736e.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_4fe97727736e.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,d56906428451,
train\nasi_goreng\nasi_goreng_509b10137a23.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_509b10137a23.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,200bd54e4b67,
train\nasi_goreng\nasi_goreng_50d0baaf2cdc.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_50d0baaf2cdc.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,6350a44f24ec,
train\nasi_goreng\nasi_goreng_51cd19d64360.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_51cd19d64360.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,59d1ba693f9c,
train\nasi_goreng\nasi_goreng_52b4cf057c4d.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_52b4cf057c4d.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,34c37f8679b9,
train\nasi_goreng\nasi_goreng_5320688b269e.jpg,D:\Machine Learning project\sea_food_dataset\train\nasi_goreng\nasi_goreng_5320688b269e.jpg,nasi_goreng,Nasi Goreng,Indonesia,train,224,224,,,,,d0401af9643c,
