file_path,abs_path,label,display_name,country,split,width,height,orig_width,orig_height,source,source_url,sha256,created_at
train\satay\satay_0f49cb7e5c95.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_0f49cb7e5c95.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,4976795cdc9e,
train\satay\satay_10fec16e34aa.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_10fec16e34aa.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,d5166426ab48,
train\satay\satay_11903b93118e.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_11903b93118e.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,2c16367ebd67,
train\satay\satay_1286e52ace04.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1286e52ace04.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,db6fcd8b4deb,
train\satay\satay_1338647212ab.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1338647212ab.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,ee44b87728e5,
train\satay\satay_149d597b4a52.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_149d597b4a52.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,b156c54a252a,
train\satay\satay_14f1dee2fa1f.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_14f1dee2fa1f.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,ff79fb42917b,
train\satay\satay_15167a3b3bbd.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_15167a3b3bbd.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,4848cae4ff64,
train\satay\satay_1521bc5170e9.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1521bc5170e9.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,3f5262fe5a93,
train\satay\satay_15297483414f.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_15297483414f.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,cdc0f545db8b,
train\satay\satay_169b91c49120.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_169b91c49120.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,0a9ac746d479,
train\satay\satay_16e89a3f5a34.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_16e89a3f5a34.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,a700d00e006d,
train\satay\satay_17c2aa57b6da.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_17c2aa57b6da.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,0d9e357a882d,
train\satay\satay_17ce7dfdd671.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_17ce7dfdd671.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,30b7c48341b3,
train\satay\satay_17dafbb468c1.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_17dafbb468c1.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,194eafc388fa,
train\satay\satay_18a9e00d28ff.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_18a9e00d28ff.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,2143d9eb3e2f,
train\satay\satay_1a66104fc382.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1a66104fc382.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,124e94dd012d,
train\satay\satay_1acf69f954d9.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1acf69f954d9.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,c387e44a3755,
train\satay\satay_1b60d31b835c.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1b60d31b835c.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,81981e59f56c,
train\satay\satay_1ce56f018194.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1ce56f018194.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,64aebda16164,
train\satay\satay_1dd59e7a620e.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1dd59e7a620e.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,c3943470cc15,
train\satay\satay_1e342650d30c.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1e342650d30c.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,12d63ee2f265,
train\satay\satay_1fc0673f8af0.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_1fc0673f8af0.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,3c44b359122f,
train\satay\satay_218aed3a6c5c.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_218aed3a6c5c.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,b1cb7f2143e0,
train\satay\satay_21c54b46c315.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_21c54b46c315.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,b4579b31c549,
train\satay\satay_21dfe10a9257.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_21dfe10a9257.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,819ebef620ed,
train\satay\satay_22370c13e812.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_22370c13e812.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,be148baf3a13,
train\satay\satay_225fb9d98fb0.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_225fb9d98fb0.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,0ccccac143bc,
train\satay\satay_2483041e664f.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2483041e664f.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,91cf8e041cf5,
train\satay\satay_25c258f193da.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_25c258f193da.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,b78b67f59d7d,
train\satay\satay_2606db30c45b.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2606db30c45b.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,fc69d6f88cac,
train\satay\satay_261577b82882.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_261577b82882.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,edde198714b7,
train\satay\satay_26c93880d179.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_26c93880d179.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,8e57c57a25f8,
train\satay\satay_26d351bd4ce0.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_26d351bd4ce0.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,5c06ee383c50,
train\satay\satay_27df557088f0.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_27df557088f0.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,aff425abe424,
train\satay\satay_296413ba4cc8.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_296413ba4cc8.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,5251739b36aa,
train\satay\satay_2b3c4a873598.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2b3c4a873598.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,b401cdfa0cff,
train\satay\satay_2b5ba0fae41e.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2b5ba0fae41e.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,5fbe58bd5b99,
train\satay\satay_2bbb7ba98149.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2bbb7ba98149.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,fea80419e141,
train\satay\satay_2bcdded4c40f.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2bcdded4c40f.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,aff9a1a1d02a,
train\satay\satay_2becd7b41c96.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2becd7b41c96.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,fd377c308f3a,
train\satay\satay_2befd36eb467.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2befd36eb467.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,40c9110387f3,
train\satay\satay_2c04684ddac1.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2c04684ddac1.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,179a4a54373d,
train\satay\satay_2ccdcae205ee.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2ccdcae205ee.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,09b53f4171b5,
train\satay\satay_2cd2c48b847a.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2cd2c48b847a.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,d1b8d78ad540,
train\satay\satay_2cd3ae2fef14.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2cd3ae2fef14.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,e12b70f0f1cc,
train\satay\satay_2d302f459f98.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2d302f459f98.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,25e9affe033c,
train\satay\satay_2d4957eed176.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2d4957eed176.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,070a38c2e3bb,
train\satay\satay_2e5ec525d03b.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2e5ec525d03b.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,47372a972e42,
train\satay\satay_2f6e723d93a2.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_2f6e723d93a2.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,202f11c3ea95,
train\satay\satay_302c34470f6a.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_302c34470f6a.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,7861a9f16d14,
train\satay\satay_32a956379532.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_32a956379532.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,e8ec4a69c71c,
train\satay\satay_33e3ed9462c3.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_33e3ed9462c3.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,c312b6112abd,
train\satay\satay_33fed95e2e68.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_33fed95e2e68.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,a7ab95360a4e,
train\satay\satay_35e5cb27c4e5.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_35e5cb27c4e5.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,f1d43e5c4d90,
train\satay\satay_36561060c56a.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_36561060c56a.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,ead02bdfd192,
train\satay\satay_365958d192d2.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_365958d192d2.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,d428f012bf59,
train\satay\satay_37a68e8725ee.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_37a68e8725ee.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,025afef7faa2,
train\satay\satay_38f2d90c4f40.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_38f2d90c4f40.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,93a7699fd4ff,
train\satay\satay_3a49ce500141.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3a49ce500141.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,c10b64efb535,
train\satay\satay_3a9a42849ff2.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3a9a42849ff2.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,ca2502487cb9,
train\satay\satay_3bba99bea642.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3bba99bea642.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,94019bcfd03b,
train\satay\satay_3bc44634a24c.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3bc44634a24c.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,229287c9375d,
train\satay\satay_3c9c40ecbd4d.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3c9c40ecbd4d.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,0b70d673b246,
train\satay\satay_3dcd51513147.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3dcd51513147.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,9a0b5adade82,
train\satay\satay_3eb27f380f8f.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3eb27f380f8f.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,8082b2b60cce,
train\satay\satay_3f4c915fc704.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3f4c915fc704.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,bf639d185870,
train\satay\satay_3faa684fcd27.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_3faa684fcd27.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,ed64e5c1ec19,
train\satay\satay_400b401e705b.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_400b401e705b.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,5901d6685c87,
train\satay\satay_431296e0fe26.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_431296e0fe26.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,8800796fbef0,
train\satay\satay_4541421ec855.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4541421ec855.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,dac7f4ac7bd6,
train\satay\satay_46a3bfcb0f47.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_46a3bfcb0f47.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,99d3c6e24d2a,
train\satay\satay_47321eedf637.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_47321eedf637.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,a9fdfb07861c,
train\satay\satay_47329a0cdf35.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_47329a0cdf35.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,37d7cb497a7f,
train\satay\satay_47496bcbf674.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_47496bcbf674.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,01dc2b281f38,
train\satay\satay_478426ca20b6.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_478426ca20b6.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,a746be9ca195,
train\satay\satay_494e87f88cc6.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_494e87f88cc6.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,63c1f34cb20a,
train\satay\satay_498661f1feb0.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_498661f1feb0.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,f3209707c057,
train\satay\satay_49dd0d4d8ccb.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_49dd0d4d8ccb.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,6806847b67cd,
train\satay\satay_4afddf25f702.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4afddf25f702.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,df50e74662b2,
train\satay\satay_4bead5c66706.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4bead5c66706.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,265720ce85a9,
train\satay\satay_4bf16eb5427d.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4bf16eb5427d.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,7cb56323b870,
train\satay\satay_4c0b018d9e5f.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4c0b018d9e5f.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,2acbfa445d5d,
train\satay\satay_4e00d79a1e7c.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4e00d79a1e7c.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,d713011cf147,
train\satay\satay_4e60cdb25dae.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4e60cdb25dae.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,75774c94ec48,
train\satay\satay_4f50b02e6378.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4f50b02e6378.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,0f7ef4ce55f0,
train\satay\satay_4fa8dcecc7e4.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_4fa8dcecc7e4.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,1b2db982a9e4,
train\satay\satay_529434d73769.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_529434d73769.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,cc548fe60225,
train\satay\satay_538aa7b07093.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_538aa7b07093.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,c1c159adbc86,
train\satay\satay_53bfa90b5563.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_53bfa90b5563.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,d7240043ec17,
train\satay\satay_542147b4345e.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_542147b4345e.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,f27164af8ad6,
train\satay\satay_543ccb4a8ab7.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_543ccb4a8ab7.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,2af46a0c8b34,
train\satay\satay_544a50c8b3ce.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_544a50c8b3ce.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,4504326ee228,
train\satay\satay_55c1d9a62496.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_55c1d9a62496.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,8c7c6fbf9a4d,
train\satay\satay_56b3c5ff9de4.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_56b3c5ff9de4.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,4feac5fceaed,
train\satay\satay_580019601887.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_580019601887.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,4225dbee9e89,
train\satay\satay_583f89175d08.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_583f89175d08.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,c00ddc0fce35,
train\satay\satay_589f1b05b60b.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_589f1b05b60b.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,2d03af9766f0,
train\satay\satay_58c8a2970436.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_58c8a2970436.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,d3be7c20ccfa,
train\satay\satay_5a4c81f49c07.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_5a4c81f49c07.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,4f5de05a2d2f,
train\satay\satay_5ad5e42d03dd.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_5ad5e42d03dd.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,ad848be29ba1,
train\satay\satay_5aec2e3dfa7d.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_5aec2e3dfa7d.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,8307c79f472a,
train\satay\satay_5c0bc5dc783a.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_5c0bc5dc783a.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,1a8ef9c36738,
train\satay\satay_5ca9108ef7ad.jpg,D:\Machine Learning project\sea_food_dataset\train\satay\satay_5ca9108ef7ad.jpg,satay,Satay / Saté,Indonesia / Malaysia,train,224,224,,,,,11f911d177e1,
